ID,Language_ID,Parameter_ID,Lemma_ID,Gloss_ID,Tag_ID,Form,Segments,Comment,Source
4558,1,1189,1130,,13,siːdus,s iː d u s,,
4559,1,1189,1130,,14,siːderis,s iː d e r i s,,
4560,2,1189,,,,siːðos,s iː ð o s,,
4561,2,1189,,,,siːðeres,s iː ð e r e s,,
4562,1,1190,1131,,5,socer,s o c e r,,
4563,1,1190,1131,,6,soceriː,s o c e r iː,,
4564,2,1190,,,,swekuros,s w e k u r o s,,
4565,2,1190,,,,swekuriː,s w e k u r iː,,
4566,1,1191,1132,,21,socius,s o c i u s,,
4567,1,1191,1132,,22,sociiː,s o c i iː,,
4568,2,1191,,,,sokjos,s o k j o s,,
4569,2,1191,,,,sokjiː,s o k j iː,,
4570,1,1192,1133,,11,socrus,s o c r u s,,
4571,1,1192,1133,,12,socruːs,s o c r uː s,,
4572,2,1192,,,,swekrus,s w e k r u s,,
4573,2,1192,,,,swekruː,s w e k r uː,,
4574,2,1192,,,,swekrous,s w e k r ou s,,
4575,1,1193,1134,,41,sodaːlis,s o d aː l i s,,
4576,1,1193,1134,,42,sodaːlis,s o d aː l i s,,
4577,2,1193,,,,sweðaːlis,s w e ð aː l i s,,
4578,2,1193,,,,sweðaːles,s w e ð aː l e s,,
4579,1,1194,1135,,7,soleoː,s o l e oː,,
4580,1,1194,1135,,8,solet,s o l e t,,
4581,2,1194,,,,solejoː,s o l e j oː,,
4582,2,1194,,,,solejeti,s o l e j e t i,,
4583,1,1195,1136,,9,solidus,s o l i d u s,,
4584,1,1195,1136,,10,solidiː,s o l i d iː,,
4585,2,1195,,,,soliðos,s o l i ð o s,,
4586,2,1195,,,,soliðiː,s o l i ð iː,,
4587,1,1196,1137,193,17,solium,s o l i u m,,
4588,1,1196,1137,193,18,soliː,s o l iː,,
4589,2,1196,,193,,sodjom,s o d j o m,,
4590,2,1196,,193,,sodjiː,s o d j iː,,
4591,1,1197,1138,,9,sollus,s o l l u s,,
4592,1,1197,1138,,10,solliː,s o l l iː,,
4593,2,1197,,,,solnos,s o l n o s,,
4594,2,1197,,,,solniː,s o l n iː,,
4595,1,1198,1139,,17,solum,s o l u m,,
4596,1,1198,1139,,18,soliː,s o l iː,,
4597,2,1198,,,,solom,s o l o m,,
4598,2,1198,,,,soliː,s o l iː,,
4599,1,1199,1140,,1,solvoː,s o l v oː,,
4600,1,1199,1140,,2,solvit,s o l v i t,,
4601,2,1199,,,,seluwoː,s e l u w oː,,
4602,2,1199,,,,seluweti,s e l u w e t i,,
4603,1,1200,1141,,21,somnus,s o m n u s,,
4604,1,1200,1141,,22,somniː,s o m n iː,,
4605,2,1200,,,,swepnos,s w e p n o s,,
4606,2,1200,,,,swepniː,s w e p n iː,,
4607,1,1201,1142,,19,sonoː,s o n oː,,
4608,1,1201,1142,,20,sonat,s o n a t,,
4609,2,1201,,,,swonaːjoː,s w o n aː j oː,,
4610,2,1201,,,,swonaːjeti,s w o n aː j e t i,,
4611,1,1202,1143,194,5,sopor,s o p o r,,
4612,1,1202,1143,194,6,sopoːris,s o p oː r i s,,
4613,2,1202,,194,,swepoːs,s w e p oː s,,
4614,2,1202,,194,,swepores,s w e p o r e s,,
4615,1,1203,1144,,7,sorbeoː,s o r b e oː,,
4616,1,1203,1144,,8,sorbet,s o r b e t,,
4617,2,1203,,,,sorβejoː,s o r β e j oː,,
4618,2,1203,,,,sorβejeti,s o r β e j e t i,,
4619,1,1204,1145,,7,sordeoː,s o r d e oː,,
4620,1,1204,1145,,8,sordet,s o r d e t,,
4621,2,1204,,,,swerdeːoː,s w e r d eː oː,,
4622,2,1204,,,,swerdeːeti,s w e r d eː e t i,,
4623,1,1205,1146,195,3,sordeːs,s o r d eː s,,
4624,1,1205,1146,195,4,sordis,s o r d i s,,
4625,2,1205,,195,,swerdis,s w e r d i s,,
4626,2,1205,,195,,swerdes,s w e r d e s,,
4627,1,1206,1147,196,3,soror,s o r o r,,
4628,1,1206,1147,196,4,soroːris,s o r oː r i s,,
4629,2,1206,,196,,swezoːr,s w e z oː r,,
4630,2,1206,,196,,swezoːres,s w e z oː r e s,,
4631,1,1207,1148,,3,sors,s o r s,,
4632,1,1207,1148,,4,sortis,s o r t i s,,
4633,2,1207,,,,sortis,s o r t i s,,
4634,2,1207,,,,sortes,s o r t e s,,
4635,1,1208,1149,,48,sospes,s o s p e s,,
4636,1,1208,1149,,49,sospitis,s o s p i t i s,,
4637,2,1208,,,,swespats,s w e s p a t s,,
4638,2,1208,,,,swespates,s w e s p a t e s,,
4639,1,1209,1150,197,9,soːbrius,s oː b r i u s,,
4640,1,1209,1150,197,10,soːbriiː,s oː b r i iː,,
4641,2,1209,,197,,sweobrios,s w e o b r i o s,,
4642,2,1209,,197,,sweobriiː,s w e o b r i iː,,
4643,1,1210,1151,,21,soːbriːnus,s oː b r iː n u s,,
4644,1,1210,1151,,22,soːbriːniː,s oː b r iː n iː,,
4645,2,1210,,,,swezriːnos,s w e z r iː n o s,,
4646,2,1210,,,,swezriːniː,s w e z r iː n iː,,
4647,1,1211,1152,198,5,soːl,s oː l,,
4648,2,1211,,198,,saul,s au l,,
4649,1,1212,1153,199,9,soːlus,s oː l u s,,
4650,2,1212,,199,,swelos,s w e l o s,,
4651,1,1213,1154,,48,soːns,s oː n s,,
4652,1,1213,1154,,49,sontis,s o n t i s,,
4653,2,1213,,,,sonts,s o n t s,,
4654,2,1213,,,,sontes,s o n t e s,,
4655,1,1214,1155,,1,spargoː,s p a r g oː,,
4656,1,1214,1155,,2,spargit,s p a r g i t,,
4657,2,1214,,,,spargoː,s p a r g oː,,
4658,2,1214,,,,spargeti,s p a r g e t i,,
4659,1,1215,1155,,56,sparsiː,s p a r s iː,,
4660,2,1215,,,,spargsai,s p a r g s ai,,
4661,1,1216,1156,,1,specioː,s p e c i oː,,
4662,1,1216,1156,,2,specit,s p e c i t,,
4663,2,1216,,,,spekjoː,s p e k j oː,,
4664,2,1216,,,,spekjeti,s p e k j e t i,,
4665,1,1217,1157,,1,spernoː,s p e r n oː,,
4666,1,1217,1157,,2,spernit,s p e r n i t,,
4667,2,1217,,,,spernoː,s p e r n oː,,
4668,2,1217,,,,sperneti,s p e r n e t i,,
4669,1,1218,1158,,60,speːs,s p eː s,,
4670,2,1218,,,,speːs,s p eː s,,
4671,1,1219,1159,,34,spiːca,s p iː c a,,
4672,1,1219,1159,,35,spiːcae,s p iː c ae,,
4673,2,1219,,,,speikaː,s p ei k aː,,
4674,2,1219,,,,speikaːiː,s p ei k aː iː,,
4675,1,1220,1160,,34,spiːna,s p iː n a,,
4676,1,1220,1160,,35,spiːnae,s p iː n ae,,
4677,2,1220,,,,speinaː,s p ei n aː,,
4678,2,1220,,,,speinaːiː,s p ei n aː iː,,
4679,1,1221,1161,,19,spiːroː,s p iː r oː,,
4680,1,1221,1161,,20,spiːrat,s p iː r a t,,
4681,2,1221,,,,speizaːjoː,s p ei z aː j oː,,
4682,2,1221,,,,speizaːjeti,s p ei z aː j e t i,,
4683,1,1222,1162,,9,spissus,s p i s s u s,,
4684,1,1222,1162,,10,spissiː,s p i s s iː,,
4685,2,1222,,,,spidtos,s p i d t o s,,
4686,2,1222,,,,spidtiː,s p i d t iː,,
4687,1,1223,1163,,34,sponda,s p o n d a,,
4688,1,1223,1163,,35,spondae,s p o n d ae,,
4689,2,1223,,,,spondaː,s p o n d aː,,
4690,2,1223,,,,spondaːiː,s p o n d aː iː,,
4691,1,1224,1164,,7,spondeoː,s p o n d e oː,,
4692,1,1224,1164,,8,spondet,s p o n d e t,,
4693,2,1224,,,,spondejoː,s p o n d e j oː,,
4694,2,1224,,,,spondejeti,s p o n d e j e t i,,
4695,1,1225,1164,200,38,spopondiː,s p o p o n d iː,,
4696,2,1225,,200,,spespondai,s p e s p o n d ai,,
4697,1,1226,1165,,29,sponte,s p o n t e,,
4698,2,1226,,,,sponti,s p o n t i,,
4699,1,1227,1164,,102,spoːnsum,s p oː n s u m,,
4700,1,1227,1164,,103,spoːnsiː,s p oː n s iː,,
4701,2,1227,,,,spondtom,s p o n d t o m,,
4702,2,1227,,,,spondtiː,s p o n d t iː,,
4703,1,1228,1166,,1,spuoː,s p u oː,,
4704,1,1228,1166,,2,spuit,s p u i t,,
4705,2,1228,,,,spujoː,s p u j oː,,
4706,2,1228,,,,spujeti,s p u j e t i,,
4707,1,1229,1167,,9,spurcus,s p u r c u s,,
4708,2,1229,,,,sporkos,s p o r k o s,,
4709,1,1230,1168,,34,spuːma,s p uː m a,,
4710,1,1230,1168,,35,spuːmae,s p uː m ae,,
4711,2,1230,,,,spoimaː,s p oi m aː,,
4712,2,1230,,,,spoimaːiː,s p oi m aː iː,,
4713,1,1231,1169,,17,stabulum,s t a b u l u m,,
4714,1,1231,1169,,18,stabuliː,s t a b u l iː,,
4715,2,1231,,,,staðlom,s t a ð l o m,,
4716,2,1231,,,,staðliː,s t a ð l iː,,
4717,1,1232,1170,,13,staːmen,s t aː m e n,,
4718,1,1232,1170,,14,staːminis,s t aː m i n i s,,
4719,2,1232,,,,staːmen,s t aː m e n,,
4720,2,1232,,,,stamenes,s t a m e n e s,,
4721,1,1233,1171,,13,stercus,s t e r c u s,,
4722,1,1233,1171,,14,stecoris,s t e c o r i s,,
4723,2,1233,,,,sterkos,s t e r k o s,,
4724,2,1233,,,,sterkores,s t e r k o r e s,,
4725,1,1234,1172,,1,sternoː,s t e r n oː,,
4726,1,1234,1172,,2,sternit,s t e r n i t,,
4727,2,1234,,,,sternoː,s t e r n oː,,
4728,2,1234,,,,sterneti,s t e r n e t i,,
4729,1,1235,1173,,1,sternuoː,s t e r n u oː,,
4730,1,1235,1173,,2,sternuit,s t e r n u i t,,
4731,2,1235,,,,psternuwoː,p s t e r n u w oː,,
4732,2,1235,,,,psternuweti,p s t e r n u w e t i,,
4733,1,1236,1174,,34,steːlla,s t eː l l a,,
4734,1,1236,1174,,35,steːllae,s t eː l l ae,,
4735,2,1236,,,,steːrolaː,s t eː r o l aː,,
4736,2,1236,,,,steːrolaːiː,s t eː r o l aː iː,,
4737,1,1237,1175,,1,stiŋguoː,s t i ŋ g u oː,,
4738,1,1237,1175,,2,stiŋguit,s t i ŋ g u i t,,
4739,2,1237,,,,stengwoː,s t e n g w oː,,
4740,2,1237,,,,stengweti,s t e n g w e t i,,
4741,1,1238,1176,,34,stiːlla,s t iː l l a,,
4742,1,1238,1176,,35,stiːllae,s t iː l l ae,,
4743,2,1238,,,,steirlaː,s t ei r l aː,,
4744,2,1238,,,,steirlaːiː,s t ei r l aː iː,,
4745,1,1239,1177,,5,stips,s t i p s,,
4746,1,1239,1177,,6,stipis,s t i p i s,,
4747,2,1239,,,,stips,s t i p s,,
4748,2,1239,,,,stipes,s t i p e s,,
4749,1,1240,1178,,34,stipula,s t i p u l a,,
4750,1,1240,1178,,35,stipulae,s t i p u l ae,,
4751,2,1240,,,,stipelaː,s t i p e l aː,,
4752,2,1240,,,,stipelaːiː,s t i p e l aː iː,,
4753,1,1241,1179,,19,stiːpoː,s t iː p oː,,
4754,1,1241,1179,,20,stiːpat,s t iː p a t,,
4755,2,1241,,,,steipaːjoː,s t ei p aː j oː,,
4756,2,1241,,,,steipaːjeti,s t ei p aː j e t i,,
4757,1,1242,1180,,5,stoloː,s t o l oː,,
4758,1,1242,1180,,6,stoloːnis,s t o l oː n i s,,
4759,2,1242,,,,steloː,s t e l oː,,
4760,2,1242,,,,steloːnes,s t e l oː n e s,,
4761,1,1243,1181,,19,stoː,s t oː,,
4762,1,1243,1181,,20,stat,s t a t,,
4763,2,1243,,,,staeːoː,s t a eː oː,,
4764,2,1243,,,,staeːeti,s t a eː e t i,,
4765,1,1244,1172,,25,straːtus,s t r aː t u s,,
4766,1,1244,1172,,26,straːtiː,s t r aː t iː,,
4767,2,1244,,,,straːtos,s t r aː t o s,,
4768,2,1244,,,,straːtiː,s t r aː t iː,,
4769,1,1245,1182,,1,strepoː,s t r e p oː,,
4770,1,1245,1182,,2,strepit,s t r e p i t,,
4771,2,1245,,,,strepoː,s t r e p oː,,
4772,2,1245,,,,strepeti,s t r e p e t i,,
4773,1,1246,1183,,34,stria,s t r i a,,
4774,1,1246,1183,,35,striae,s t r i ae,,
4775,2,1246,,,,strigjaː,s t r i g j aː,,
4776,2,1246,,,,strigjaːiː,s t r i g j aː iː,,
4777,1,1247,1184,,1,striŋgoː,s t r i ŋ g oː,,
4778,1,1247,1184,,2,striŋgit,s t r i ŋ g i t,,
4779,2,1247,,,,stringoː,s t r i n g oː,,
4780,2,1247,,,,stringeti,s t r i n g e t i,,
4781,1,1248,1185,,1,struoː,s t r u oː,,
4782,1,1248,1185,,2,struit,s t r u i t,,
4783,2,1248,,,,strowoː,s t r o w oː,,
4784,2,1248,,,,stroweti,s t r o w e t i,,
4785,1,1249,1186,,9,stultus,s t u l t u s,,
4786,1,1249,1186,,10,stultiː,s t u l t iː,,
4787,2,1249,,,,stoltos,s t o l t o s,,
4788,2,1249,,,,stoltiː,s t o l t iː,,
4789,1,1250,1187,,7,stupeoː,s t u p e oː,,
4790,1,1250,1187,,8,stupet,s t u p e t,,
4791,2,1250,,,,stupeːoː,s t u p eː oː,,
4792,2,1250,,,,stupeːeti,s t u p eː e t i,,
4793,1,1251,1188,,21,sturnus,s t u r n u s,,
4794,1,1251,1188,,22,struniː,s t r u n iː,,
4795,2,1251,,,,stornos,s t o r n o s,,
4796,2,1251,,,,storniː,s t o r n iː,,
4797,1,1252,1189,,7,suaːdeoː,s u aː d e oː,,
4798,1,1252,1189,,8,suaːdet,s u aː d e t,,
4799,2,1252,,,,swaːdejoː,s w aː d e j oː,,
4800,2,1252,,,,swadejeti,s w a d e j e t i,,
4801,1,1253,1190,,17,suaːsum,s u aː s u m,,
4802,1,1253,1190,,18,suaːsiː,s u aː s iː,,
4803,2,1253,,,,swarssom,s w a r s s o m,,
4804,2,1253,,,,swarssiː,s w a r s s iː,,
4805,1,1254,1191,,23,suaːvis,s u aː v i s,,
4806,1,1254,1191,,24,suaːvis,s u aː v i s,,
4807,2,1254,,,,swaːdwis,s w aː d w i s,,
4808,2,1254,,,,swadwes,s w a d w e s,,
4809,1,1255,1192,,0,sub,s u b,,
4810,2,1255,,,,supo,s u p o,,
4811,1,1256,1193,,17,subligaːculum,s u b l i g aː c u l u m,,
4812,2,1256,,,,supoleigaklom,s u p o l ei g a k l o m,,
4813,1,1257,1194,,1,sueːscoː,s u eː s c oː,,
4814,1,1257,1194,,2,sueːscit,s u eː s c i t,,
4815,2,1257,,,,sweðskoː,s w e ð s k oː,,
4816,2,1257,,,,sweðsketi,s w e ð s k e t i,,
4817,1,1258,1195,201,36,suffioː,s u f f i oː,,
4818,1,1258,1195,201,37,suffit,s u f f i t,,
4819,2,1258,,201,,supoðuːjoː,s u p o ð uː j oː,,
4820,2,1258,,201,,supoðuːjeti,s u p o ð uː j e t i,,
4821,1,1259,1196,,21,sulcus,s u l c u s,,
4822,1,1259,1196,,22,sulciː,s u l c iː,,
4823,2,1259,,,,solkos,s o l k o s,,
4824,2,1259,,,,solkiː,s o l k iː,,
4825,1,1260,1197,,13,sulphur,s u l p h u r,,
4826,2,1260,,,,solpor,s o l p o r,,
4827,1,1261,405,,27,sum,s u m,,
4828,2,1261,,,,ezom,e z o m,,
4829,1,1262,1198,,59,summus,s u m m u s,,
4830,1,1262,1198,,10,summiː,s u m m iː,,
4831,2,1262,,,,supamos,s u p a m o s,,
4832,2,1262,,,,supamiː,s u p a m iː,,
4833,1,1263,1199,,0,super,s u p e r,,
4834,2,1263,,,,superi,s u p e r i,,
4835,1,1264,1200,,0,supraː,s u p r aː,,
4836,2,1264,,,,superaːd,s u p e r aː d,,
4837,1,1265,1198,,59,supreːmus,s u p r eː m u s,,
4838,1,1265,1198,,10,supreːmiː,s u p r eː m iː,,
4839,2,1265,,,,superizamos,s u p e r i z a m o s,,
4840,2,1265,,,,superizamiː,s u p e r i z a m iː,,
4841,1,1266,1201,,1,surgoː,s u r g oː,,
4842,1,1266,1201,,2,surgit,s u r g i t,,
4843,2,1266,,,,surregoː,s u r r e g oː,,
4844,2,1266,,,,surregeti,s u r r e g e t i,,
4845,1,1267,1202,,1,suoː,s u oː,,
4846,1,1267,1202,,2,suit,s u i t,,
4847,2,1267,,,,sjujoː,s j u j oː,,
4848,2,1267,,,,sjujeti,s j u j e t i,,
4849,1,1268,1203,202,9,suppus,s u p p u s,,
4850,1,1268,1203,202,10,suppiː,s u p p iː,,
4851,2,1268,,202,,soupos,s ou p o s,,
4852,2,1268,,202,,soupiː,s ou p iː,,
4853,1,1269,1204,,9,suus,s u u s,,
4854,2,1269,,,,sowos,s o w o s,,
4855,1,1270,1205,,21,suːcus,s uː c u s,,
4856,1,1270,1205,,22,suːciː,s uː c iː,,
4857,2,1270,,,,soukos,s ou k o s,,
4858,2,1270,,,,soukiː,s ou k iː,,
4859,1,1271,1206,203,5,suːdor,s uː d o r,,
4860,1,1271,1206,203,6,suːdoːris,s uː d oː r i s,,
4861,2,1271,,203,,swoidoːs,s w oi d oː s,,
4862,2,1271,,203,,swoidoːses,s w oi d oː s e s,,
4863,1,1272,1207,,9,suːdus,s uː d u s,,
4864,1,1272,1207,,10,suːdiː,s uː d iː,,
4865,2,1272,,,,swoidos,s w oi d o s,,
4866,2,1272,,,,swoidiː,s w oi d iː,,
4867,1,1273,1208,,1,suːgoː,s uː g oː,,
4868,1,1273,1208,,2,suːgit,s uː g i t,,
4869,2,1273,,,,sougoː,s ou g oː,,
4870,2,1273,,,,sougeti,s ou g e t i,,
4871,1,1274,1209,,13,suːmen,s uː m e n,,
4872,1,1274,1209,,14,suːminis,s uː m i n i s,,
4873,2,1274,,,,sougmen,s ou g m e n,,
4874,2,1274,,,,sougmenes,s ou g m e n e s,,
4875,1,1275,1210,,41,suːs,s uː s,,
4876,1,1275,1210,,42,suis,s u i s,,
4877,2,1275,,,,suːs,s uː s,,
4878,2,1275,,,,suwos,s u w o s,,
4879,1,1276,1211,204,34,taberna,t a b e r n a,,
4880,1,1276,1211,204,35,tabernae,t a b e r n ae,,
4881,2,1276,,204,,trabernaː,t r a b e r n aː,,
4882,2,1276,,204,,trabernaːiː,t r a b e r n aː iː,,
4883,1,1277,1212,,34,tabula,t a b u l a,,
4884,1,1277,1212,,35,tabulae,t a b u l ae,,
4885,2,1277,,,,taðlaː,t a ð l aː,,
4886,2,1277,,,,taðlaːiː,t a ð l aː iː,,
4887,1,1278,1213,,7,taceoː,t a c e oː,,
4888,1,1278,1213,,8,tacet,t a c e t,,
4889,2,1278,,,,takeːoː,t a k eː oː,,
4890,2,1278,,,,takeːeti,t a k eː e t i,,
4891,1,1279,1214,205,25,teːctus,t eː c t u s,,
4892,1,1279,1214,205,26,teːctiː,t eː c t iː,,
4893,2,1279,,205,,tegtos,t e g t o s,,
4894,2,1279,,205,,tegtiː,t e g t iː,,
4895,1,1280,1215,,8,taedet,t ae d e t,,
4896,2,1280,,,,taedeːeti,t a e d eː e t i,,
4897,1,1281,1216,,9,taeter,t ae t e r,,
4898,1,1281,1216,,10,taetriː,t ae t r iː,,
4899,2,1281,,,,taedros,t a e d r o s,,
4900,2,1281,,,,taedriː,t a e d r iː,,
4901,1,1282,1217,,1,taŋgoː,t a ŋ g oː,,
4902,1,1282,1217,,2,taŋgit,t a ŋ g i t,,
4903,2,1282,,,,tangoː,t a n g oː,,
4904,2,1282,,,,tangeti,t a n g e t i,,
4905,1,1283,1218,,21,taurus,t au r u s,,
4906,1,1283,1218,,22,tauriː,t au r iː,,
4907,2,1283,,,,tauros,t au r o s,,
4908,2,1283,,,,tauriː,t au r iː,,
4909,1,1284,1219,,21,taxillus,t a x i l l u s,,
4910,1,1284,1219,,22,taxilliː,t a x i l l iː,,
4911,2,1284,,,,takslolos,t a k s l o l o s,,
4912,2,1284,,,,taksloliː,t a k s l o l iː,,
4913,1,1285,1220,,7,taːbeoː,t aː b e oː,,
4914,1,1285,1220,,8,taːbet,t aː b e t,,
4915,2,1285,,,,taːβeːoː,t aː β eː oː,,
4916,2,1285,,,,taːβeːeti,t aː β eː e t i,,
4917,1,1286,1221,,23,taːlis,t aː l i s,,
4918,1,1286,1221,,24,taːlis,t aː l i s,,
4919,2,1286,,,,taːlis,t aː l i s,,
4920,2,1286,,,,taːles,t aː l e s,,
4921,1,1287,1222,,21,taːlus,t aː l u s,,
4922,1,1287,1222,,22,taːliː,t aː l iː,,
4923,2,1287,,,,takslos,t a k s l o s,,
4924,2,1287,,,,taksliː,t a k s l iː,,
4925,1,1288,1214,,1,tegoː,t e g oː,,
4926,1,1288,1214,,2,tegit,t e g i t,,
4927,2,1288,,,,tegoː,t e g oː,,
4928,2,1288,,,,tegeti,t e g e t i,,
4929,1,1289,1223,,3,telluːs,t e l l uː s,,
4930,1,1289,1223,,4,telluːris,t e l l uː r i s,,
4931,2,1289,,,,telnuːs,t e l n uː s,,
4932,2,1289,,,,telnuːres,t e l n uː r e s,,
4933,1,1290,1214,,56,tetigiː,t e t i g iː,,
4934,2,1290,,,,tetagai,t e t a g ai,,
4935,1,1291,1224,,29,temere,t e m e r e,,
4936,2,1291,,,,temezi,t e m e z i,,
4937,1,1292,1225,,1,temnoː,t e m n oː,,
4938,1,1292,1225,,2,temnit,t e m n i t,,
4939,2,1292,,,,temnoː,t e m n oː,,
4940,2,1292,,,,temneti,t e m n e t i,,
4941,1,1293,1226,,19,temperoː,t e m p e r oː,,
4942,1,1293,1226,,20,temperat,t e m p e r a t,,
4943,2,1293,,,,tempezaːjoː,t e m p e z aː j oː,,
4944,2,1293,,,,tempezaːjeti,t e m p e z aː j e t i,,
4945,1,1294,1227,,17,templum,t e m p l u m,,
4946,1,1294,1227,,18,templiː,t e m p l iː,,
4947,2,1294,,,,templom,t e m p l o m,,
4948,2,1294,,,,templiː,t e m p l iː,,
4949,1,1295,1228,,13,tempus,t e m p u s,,
4950,1,1295,1228,,14,temporis,t e m p o r i s,,
4951,2,1295,,,,tempos,t e m p o s,,
4952,2,1295,,,,tempores,t e m p o r e s,,
4953,1,1296,1229,,1,tendoː,t e n d oː,,
4954,1,1296,1229,,2,tendit,t e n d i t,,
4955,2,1296,,,,tendoː,t e n d oː,,
4956,2,1296,,,,tendeti,t e n d e t i,,
4957,1,1297,1230,206,34,tenebra,t e n e b r a,,
4958,1,1297,1230,206,35,tenebrae,t e n e b r ae,,
4959,2,1297,,206,,temesraː,t e m e s r aː,,
4960,2,1297,,206,,temesraːiː,t e m e s r aː iː,,
4961,1,1298,1231,,7,teneoː,t e n e oː,,
4962,1,1298,1231,,8,tenet,t e n e t,,
4963,2,1298,,,,teneːoː,t e n eː oː,,
4964,2,1298,,,,teneːeti,t e n eː e t i,,
4965,1,1299,1232,207,9,tener,t e n e r,,
4966,1,1299,1232,207,10,teneriː,t e n e r iː,,
4967,2,1299,,207,,terenos,t e r e n o s,,
4968,2,1299,,207,,tereniː,t e r e n iː,,
4969,1,1300,1233,,23,tenuis,t e n u i s,,
4970,1,1300,1233,,24,tenuis,t e n u i s,,
4971,2,1300,,,,tenwis,t e n w i s,,
4972,2,1300,,,,tenwes,t e n w e s,,
4973,1,1301,1234,,0,tenus,t e n u s,,
4974,2,1301,,,,tenos,t e n o s,,
4975,1,1302,1235,,13,tenus,t e n u s,,
4976,1,1302,1235,,14,tenoris,t e n o r i s,,
4977,2,1302,,,,tenos,t e n o s,,
4978,2,1302,,,,tenozes,t e n o z e s,,
4979,1,1303,1236,,7,tepeoː,t e p e oː,,
4980,1,1303,1236,,8,tepet,t e p e t,,
4981,2,1303,,,,tepeːoː,t e p eː oː,,
4982,2,1303,,,,tepeːeti,t e p eː e t i,,
4983,1,1304,1237,,29,ter,t e r,,
4984,2,1304,,,,treːs,t r eː s,,
4985,1,1305,1238,,17,terebrum,t e r e b r u m,,
4986,1,1305,1238,,18,terebriː,t e r e b r iː,,
4987,2,1305,,,,terasrom,t e r a s r o m,,
4988,2,1305,,,,terasriː,t e r a s r iː,,
4989,1,1306,1239,,17,tergum,t e r g u m,,
4990,1,1306,1239,,18,tergiː,t e r g iː,,
4991,2,1306,,,,tergom,t e r g o m,,
4992,2,1306,,,,tergiː,t e r g iː,,
4993,1,1307,1240,,13,termen,t e r m e n,,
4994,1,1307,1240,,14,terminis,t e r m i n i s,,
4995,2,1307,,,,termen,t e r m e n,,
4996,2,1307,,,,termonis,t e r m o n i s,,
4997,1,1308,1241,,21,terminus,t e r m i n u s,,
4998,1,1308,1241,,22,terminiː,t e r m i n iː,,
4999,2,1308,,,,termenos,t e r m e n o s,,
5000,2,1308,,,,terminiː,t e r m i n iː,,
5001,1,1309,1242,,34,terra,t e r r a,,
5002,1,1309,1242,,35,terrae,t e r r ae,,
5003,2,1309,,,,terzaː,t e r z aː,,
5004,2,1309,,,,terzaːiː,t e r z aː iː,,
5005,1,1310,1243,,7,terreoː,t e r r e oː,,
5006,1,1310,1243,,8,terret,t e r r e t,,
5007,2,1310,,,,torzejoː,t o r z e j oː,,
5008,2,1310,,,,torzejeti,t o r z e j e t i,,
5009,1,1311,1244,,41,testis,t e s t i s,,
5010,1,1311,1244,,42,testis,t e s t i s,,
5011,2,1311,,,,tristis,t r i s t i s,,
5012,2,1311,,,,tristes,t r i s t e s,,
5013,1,1312,1245,,1,texoː,t e x oː,,
5014,1,1312,1245,,2,texit,t e x i t,,
5015,2,1312,,,,teksoː,t e k s oː,,
5016,2,1312,,,,teksit,t e k s i t,,
5017,1,1313,1245,,56,texuiː,t e x u iː,,
5018,2,1313,,,,teksawai,t e k s a w ai,,
5019,1,1314,1214,,56,teːxiː,t eː x iː,,
5020,2,1314,,,,teːgsai,t eː g s ai,,
5021,1,1315,1246,,34,teːla,t eː l a,,
5022,1,1315,1246,,35,teːlae,t eː l ae,,
5023,2,1315,,,,tekslaː,t e k s l aː,,
5024,2,1315,,,,tekslaːiː,t e k s l aː iː,,
5025,1,1316,1247,,17,teːlum,t eː l u m,,
5026,1,1316,1247,,18,teːliː,t eː l iː,,
5027,2,1316,,,,tendslom,t e n d s l o m,,
5028,2,1316,,,,tendsliː,t e n d s l iː,,
5029,1,1317,1248,,5,teːmoː,t eː m oː,,
5030,1,1317,1248,,6,teːmoːnis,t eː m oː n i s,,
5031,2,1317,,,,tenksmoːn,t e n k s m oː n,,
5032,2,1317,,,,tenksmoːnes,t e n k s m oː n e s,,
5033,1,1318,1249,,34,teːnsa,t eː n s a,,
5034,1,1318,1249,,35,teːnsae,t eː n s ae,,
5035,2,1318,,,,tensaː,t e n s aː,,
5036,2,1318,,,,tensaːiː,t e n s aː iː,,
5037,1,1319,1250,,17,tigillum,t i g i l l u m,,
5038,1,1319,1250,,18,tigilliː,t i g i l l iː,,
5039,2,1319,,,,tegnolom,t e g n o l o m,,
5040,2,1319,,,,tegnoliː,t e g n o l iː,,
5041,1,1320,1251,,17,tiːŋnum,t iː ŋ n u m,,
5042,1,1320,1251,,18,tiːŋniː,t iː ŋ n iː,,
5043,2,1320,,,,tegnom,t e g n o m,,
5044,2,1320,,,,tegniː,t e g n iː,,
5045,1,1321,1252,,1,tiŋgoː,t i ŋ g oː,,
5046,1,1321,1252,,2,tiŋgit,t i ŋ g i t,,
5047,2,1321,,,,tengoː,t e n g oː,,
5048,2,1321,,,,tengeti,t e n g e t i,,
5049,1,1322,1253,,5,tiːtioː,t iː t i oː,,
5050,1,1322,1253,,6,tiːtioːnis,t iː t i oː n i s,,
5051,2,1322,,,,tiːtjoːn,t iː t j oː n,,
5052,2,1322,,,,tiːtjoːnes,t iː t j oː n e s,,
5053,1,1323,1254,,34,toga,t o g a,,
5054,1,1323,1254,,35,togae,t o g ae,,
5055,2,1323,,,,togaː,t o g aː,,
5056,2,1323,,,,togaːiː,t o g aː iː,,
